epoch,loss_train,acc_train,loss_val,acc_val,loss_test,acc_test
70,1.395563006401062,0.4642857142857143,1.4455047845840454,0.56,,
71,1.477023959159851,0.44285714285714284,1.4369856119155884,0.56,,
72,1.4178234338760376,0.4714285714285714,1.428644061088562,0.5633333333333334,,
73,1.3837132453918457,0.5,1.4200937747955322,0.5633333333333334,,
74,1.4300626516342163,0.4714285714285714,1.412405252456665,0.5666666666666667,,
75,1.404881477355957,0.5285714285714286,1.4046849012374878,0.5666666666666667,,
76,1.3686575889587402,0.4714285714285714,1.3977845907211304,0.57,,
77,1.3866335153579712,0.4857142857142857,1.3908532857894897,0.57,,
78,1.2976781129837036,0.5571428571428572,1.3836472034454346,0.5733333333333334,,
79,1.4020212888717651,0.4928571428571429,1.3768184185028076,0.58,,
80,1.3036631345748901,0.5214285714285715,1.3698608875274658,0.5833333333333334,,
81,1.3092889785766602,0.5357142857142857,1.362491250038147,0.5833333333333334,,
82,1.3655345439910889,0.5285714285714286,1.3553662300109863,0.5866666666666667,,
83,1.3587818145751953,0.5,1.3475983142852783,0.5866666666666667,,
84,1.2969549894332886,0.5214285714285715,1.339138150215149,0.59,,
85,1.3247555494308472,0.4785714285714286,1.331064224243164,0.5966666666666667,,
86,1.3391450643539429,0.5357142857142857,1.3233362436294556,0.6066666666666667,,
87,1.3606170415878296,0.4928571428571429,1.3159054517745972,0.6133333333333333,,
88,1.2765809297561646,0.5785714285714286,1.3087176084518433,0.6166666666666667,,
89,1.280455231666565,0.5428571428571428,1.3023297786712646,0.6166666666666667,,
90,1.2540569305419922,0.5142857142857142,1.296614408493042,0.62,,
91,1.2906646728515625,0.5285714285714286,1.2920129299163818,0.6233333333333333,,
92,1.336594581604004,0.5357142857142857,1.2880322933197021,0.6366666666666667,,
93,1.2519781589508057,0.5214285714285715,1.2837632894515991,0.6433333333333333,,
94,1.3065530061721802,0.55,1.2796584367752075,0.6533333333333333,,
95,1.2922730445861816,0.5,1.2747812271118164,0.66,,
96,1.1873611211776733,0.5857142857142857,1.2696621417999268,0.6633333333333333,,
97,1.2129038572311401,0.5142857142857142,1.2643331289291382,0.66,,
98,1.2417316436767578,0.5071428571428571,1.2589025497436523,0.66,,
99,1.3072972297668457,0.5285714285714286,1.25360906124115,0.6566666666666666,,
100,1.242612600326538,0.5857142857142857,1.2477854490280151,0.66,,
101,1.254878044128418,0.5642857142857143,1.2422086000442505,0.66,,
102,1.1697348356246948,0.5928571428571429,1.2362374067306519,0.6666666666666666,,
103,1.227776050567627,0.5642857142857143,1.2303884029388428,0.6666666666666666,,
104,1.2437329292297363,0.5642857142857143,1.2250571250915527,0.6666666666666666,,
105,1.1423248052597046,0.6142857142857143,1.2200446128845215,0.6666666666666666,,
106,1.1904789209365845,0.5571428571428572,1.2153353691101074,0.6666666666666666,,
107,1.2455557584762573,0.5428571428571428,1.2113533020019531,0.6733333333333333,,
108,1.2014459371566772,0.5857142857142857,1.207345724105835,0.6733333333333333,,
109,1.200295090675354,0.5071428571428571,1.2032644748687744,0.6733333333333333,,
110,1.188755750656128,0.5857142857142857,1.199518084526062,0.68,,
111,1.226148009300232,0.5357142857142857,1.195720911026001,0.69,,
112,1.1964898109436035,0.5642857142857143,1.1917275190353394,0.6966666666666667,,
113,1.2289340496063232,0.4928571428571429,1.187560796737671,0.69,,
114,1.2080820798873901,0.6,1.1832934617996216,0.6933333333333334,,
115,1.2088128328323364,0.5357142857142857,1.1796337366104126,0.6966666666666667,,
116,1.2232325077056885,0.55,1.1762192249298096,0.6933333333333334,,
117,1.1654033660888672,0.55,1.1734555959701538,0.7,,
118,1.1621729135513306,0.5928571428571429,1.1713391542434692,0.6966666666666667,,
119,1.1783090829849243,0.5357142857142857,1.169351577758789,0.6966666666666667,,
120,1.2275927066802979,0.5428571428571428,1.1674754619598389,0.6966666666666667,,
121,1.1317721605300903,0.5714285714285714,1.1660915613174438,0.6966666666666667,,
122,1.1374528408050537,0.5928571428571429,1.1635068655014038,0.7,,
123,1.1832058429718018,0.6214285714285714,1.1598995923995972,0.7,,
124,1.1568788290023804,0.5857142857142857,1.155308485031128,0.7,,
125,1.1635149717330933,0.5642857142857143,1.150745153427124,0.6966666666666667,,
126,1.1339067220687866,0.6142857142857143,1.1461695432662964,0.7,,
127,1.2274961471557617,0.55,1.1423054933547974,0.6966666666666667,,
128,1.0944545269012451,0.6285714285714286,1.137842059135437,0.6966666666666667,,
129,1.1236553192138672,0.6071428571428571,1.1330647468566895,0.6966666666666667,,
130,1.041464924812317,0.6,1.127665638923645,0.7,,
131,1.144584059715271,0.5571428571428572,1.1234649419784546,0.7033333333333334,,
132,1.0693628787994385,0.6285714285714286,1.1193054914474487,0.7033333333333334,,
133,1.1645675897598267,0.5357142857142857,1.1158885955810547,0.71,,
134,1.1016685962677002,0.6285714285714286,1.1133571863174438,0.7166666666666667,,
135,1.1578717231750488,0.6,1.111431360244751,0.7233333333333334,,
136,1.0689202547073364,0.6142857142857143,1.109887719154358,0.7233333333333334,,
137,1.1263688802719116,0.5714285714285714,1.1081364154815674,0.73,,
138,1.1950547695159912,0.5142857142857142,1.1060808897018433,0.73,,
139,1.1421462297439575,0.5928571428571429,1.1043232679367065,0.73,,
140,1.0760514736175537,0.5928571428571429,1.101245403289795,0.7133333333333334,,
141,1.0588107109069824,0.5714285714285714,1.0984959602355957,0.71,,
142,1.2320188283920288,0.55,1.0957633256912231,0.7033333333333334,,
143,1.0392457246780396,0.6,1.0922046899795532,0.7033333333333334,,
144,1.092355489730835,0.5928571428571429,1.0885025262832642,0.7066666666666667,,
145,1.0190538167953491,0.6071428571428571,1.0850762128829956,0.7066666666666667,,
146,1.0973560810089111,0.5928571428571429,1.0820478200912476,0.7033333333333334,,
147,1.1378244161605835,0.5857142857142857,1.0797982215881348,0.71,,
148,1.0438154935836792,0.6642857142857143,1.0773060321807861,0.7133333333333334,,
149,1.1016842126846313,0.5857142857142857,1.0744529962539673,0.7133333333333334,,
150,1.0770238637924194,0.5928571428571429,1.0721157789230347,0.7133333333333334,,
151,1.1323210000991821,0.6071428571428571,1.0693202018737793,0.7166666666666667,,
152,1.142504334449768,0.5714285714285714,1.0674140453338623,0.7233333333333334,,
153,0.9949484467506409,0.6785714285714286,1.0648280382156372,0.73,,
154,1.0734260082244873,0.6,1.0620697736740112,0.73,,
155,1.0283831357955933,0.6428571428571429,1.058497428894043,0.73,,
156,1.0419414043426514,0.6285714285714286,1.0554903745651245,0.73,,
157,1.1445274353027344,0.5928571428571429,1.0529571771621704,0.73,,
158,1.0034511089324951,0.65,1.0512878894805908,0.7233333333333334,,
159,1.0577600002288818,0.6214285714285714,1.0497645139694214,0.7233333333333334,,
160,0.9837350845336914,0.6428571428571429,1.047385334968567,0.7266666666666667,,
161,1.0361385345458984,0.6428571428571429,1.0446722507476807,0.7266666666666667,,
162,1.1053026914596558,0.5428571428571428,1.0424329042434692,0.73,,
163,1.0849206447601318,0.5785714285714286,1.0406112670898438,0.7333333333333333,,
164,1.012626051902771,0.6571428571428571,1.0382055044174194,0.7333333333333333,,
165,1.0484001636505127,0.6357142857142857,1.0360404253005981,0.73,,
166,1.0682106018066406,0.5785714285714286,1.0347990989685059,0.7366666666666667,,
167,1.039125919342041,0.6357142857142857,1.0332043170928955,0.7366666666666667,,
168,1.0745404958724976,0.6,1.0311161279678345,0.7366666666666667,,
169,1.1042474508285522,0.6,1.028183937072754,0.7366666666666667,,
170,1.0335017442703247,0.65,1.0257976055145264,0.7366666666666667,,
171,1.013689398765564,0.6928571428571428,1.0232560634613037,0.7433333333333333,,
172,1.0701203346252441,0.6285714285714286,1.0221656560897827,0.7433333333333333,,
173,1.0658982992172241,0.5928571428571429,1.0206763744354248,0.7366666666666667,,
174,0.9719400405883789,0.6285714285714286,1.0186127424240112,0.7366666666666667,,
175,1.063096046447754,0.6214285714285714,1.016385555267334,0.74,,
176,1.088720440864563,0.6214285714285714,1.0144984722137451,0.7433333333333333,,
177,1.0589908361434937,0.6285714285714286,1.012092113494873,0.7466666666666667,,
178,1.0420416593551636,0.65,1.00944983959198,0.75,,
179,1.030218482017517,0.6714285714285714,1.0065099000930786,0.75,,
180,1.0476564168930054,0.6071428571428571,1.0039530992507935,0.7533333333333333,,
181,1.0291794538497925,0.6714285714285714,1.001710295677185,0.7533333333333333,,
182,1.0391879081726074,0.6285714285714286,0.9998505711555481,0.7566666666666667,,
183,1.1197351217269897,0.5714285714285714,0.9994596242904663,0.7566666666666667,,
184,0.986561119556427,0.6642857142857143,0.9995841383934021,0.7533333333333333,,
185,1.0762958526611328,0.5714285714285714,1.0002540349960327,0.7566666666666667,,
186,1.061487078666687,0.6071428571428571,1.0002764463424683,0.7566666666666667,,
187,0.9912621378898621,0.6428571428571429,1.0008575916290283,0.7533333333333333,,
188,1.058395266532898,0.6071428571428571,1.0007139444351196,0.7533333333333333,,
189,1.0794517993927002,0.6357142857142857,0.9997807741165161,0.7533333333333333,,
190,0.9838576316833496,0.6642857142857143,0.9993667602539062,0.7533333333333333,,
191,1.0248559713363647,0.6785714285714286,0.9984286427497864,0.7533333333333333,,
192,1.04616379737854,0.6571428571428571,0.9968233108520508,0.7533333333333333,,
193,1.0058459043502808,0.6428571428571429,0.9948603510856628,0.7533333333333333,,
194,0.9439592361450195,0.6571428571428571,0.9921919703483582,0.7533333333333333,,
195,1.0300731658935547,0.65,0.9888851642608643,0.7533333333333333,,
196,1.0850127935409546,0.6285714285714286,0.9856202006340027,0.75,,
197,1.0243899822235107,0.6142857142857143,0.9828298687934875,0.75,,
198,1.0029093027114868,0.6,0.9800156950950623,0.75,,
199,1.0179170370101929,0.6428571428571429,0.9771612286567688,0.75,,
