epoch,loss_train,acc_train,loss_val,acc_val,loss_test,acc_test
0,1.9989839792251587,0.10714285714285714,1.984951376914978,0.09333333333333334,1.0823501348495483,0.701
1,2.0063881874084473,0.1,1.9713077545166016,0.09666666666666666,,
2,1.9845044612884521,0.11428571428571428,1.9578238725662231,0.09666666666666666,,
3,1.9807218313217163,0.11428571428571428,1.9452368021011353,0.10333333333333333,,
4,1.950618028640747,0.19285714285714287,1.9331915378570557,0.18666666666666668,,
5,1.9384676218032837,0.16428571428571428,1.9214860200881958,0.4033333333333333,,
6,1.9297893047332764,0.22857142857142856,1.9102532863616943,0.36666666666666664,,
7,1.890138864517212,0.2357142857142857,1.899511456489563,0.35,,
8,1.917417287826538,0.17857142857142858,1.8892099857330322,0.35,,
9,1.9221104383468628,0.15,1.8794958591461182,0.35,,
10,1.8694636821746826,0.2857142857142857,1.8699666261672974,0.35,,
11,1.8695123195648193,0.3,1.8609219789505005,0.35,,
12,1.8985639810562134,0.24285714285714285,1.8527454137802124,0.3566666666666667,,
13,1.8434337377548218,0.2714285714285714,1.8448787927627563,0.36333333333333334,,
14,1.838377594947815,0.30714285714285716,1.8372806310653687,0.37,,
15,1.8638724088668823,0.22857142857142856,1.830163836479187,0.39,,
16,1.8417103290557861,0.2857142857142857,1.8231552839279175,0.4,,
17,1.8100404739379883,0.35,1.8161492347717285,0.41333333333333333,,
18,1.8529691696166992,0.2857142857142857,1.8094943761825562,0.4166666666666667,,
19,1.7784340381622314,0.30714285714285716,1.8031713962554932,0.4166666666666667,,
20,1.824476957321167,0.34285714285714286,1.7969478368759155,0.4033333333333333,,
21,1.8231348991394043,0.34285714285714286,1.7910081148147583,0.4,,
22,1.835391640663147,0.2857142857142857,1.785370111465454,0.38666666666666666,,
23,1.8096733093261719,0.24285714285714285,1.779649257659912,0.37666666666666665,,
24,1.8260377645492554,0.3,1.7740144729614258,0.36333333333333334,,
25,1.7875984907150269,0.32857142857142857,1.7684087753295898,0.36333333333333334,,
26,1.7585442066192627,0.34285714285714286,1.7627047300338745,0.35333333333333333,,
27,1.7852431535720825,0.35714285714285715,1.7572113275527954,0.35,,
28,1.7580972909927368,0.34285714285714286,1.7521488666534424,0.35,,
29,1.7739627361297607,0.32142857142857145,1.7468578815460205,0.35,,
30,1.7675038576126099,0.3357142857142857,1.7414554357528687,0.35,,
31,1.7338858842849731,0.3142857142857143,1.7357043027877808,0.35,,
32,1.723268747329712,0.37857142857142856,1.7296903133392334,0.35,,
33,1.7462491989135742,0.3142857142857143,1.723611831665039,0.35,,
34,1.6949456930160522,0.37142857142857144,1.7173231840133667,0.35,,
35,1.7364274263381958,0.29285714285714287,1.7108914852142334,0.35,,
36,1.716774582862854,0.42142857142857143,1.7045289278030396,0.35,,
37,1.6768598556518555,0.3357142857142857,1.6982231140136719,0.35,,
38,1.6842052936553955,0.37857142857142856,1.6919398307800293,0.35,,
39,1.6689757108688354,0.32857142857142857,1.6861906051635742,0.3466666666666667,,
40,1.6913257837295532,0.32857142857142857,1.6803441047668457,0.3466666666666667,,
41,1.6914799213409424,0.35,1.6739915609359741,0.3466666666666667,,
42,1.6370000839233398,0.40714285714285714,1.6672483682632446,0.35,,
43,1.6437969207763672,0.32857142857142857,1.6604053974151611,0.35333333333333333,,
44,1.6305320262908936,0.37142857142857144,1.653093695640564,0.36333333333333334,,
45,1.677207350730896,0.34285714285714286,1.6456339359283447,0.36333333333333334,,
46,1.6073178052902222,0.39285714285714285,1.6382054090499878,0.36333333333333334,,
47,1.6139070987701416,0.42857142857142855,1.6305489540100098,0.36666666666666664,,
48,1.5973352193832397,0.39285714285714285,1.6224678754806519,0.36666666666666664,,
49,1.592375636100769,0.34285714285714286,1.6137185096740723,0.36666666666666664,,
50,1.608106255531311,0.4,1.604892373085022,0.36666666666666664,,
51,1.5862350463867188,0.45,1.5960216522216797,0.36666666666666664,,
52,1.6225125789642334,0.36428571428571427,1.588104486465454,0.37333333333333335,,
53,1.6167575120925903,0.40714285714285714,1.580845832824707,0.38,,
54,1.5774837732315063,0.37857142857142856,1.5736956596374512,0.38666666666666666,,
55,1.5412163734436035,0.4142857142857143,1.5667693614959717,0.38666666666666666,,
56,1.5884500741958618,0.36428571428571427,1.559526801109314,0.4033333333333333,,
57,1.6019493341445923,0.35,1.552178144454956,0.42,,
58,1.5278549194335938,0.4,1.5446836948394775,0.44,,
59,1.4768387079238892,0.4785714285714286,1.5365687608718872,0.46,,
60,1.4939498901367188,0.4357142857142857,1.5287998914718628,0.4666666666666667,,
61,1.4761502742767334,0.45,1.5210778713226318,0.4866666666666667,,
62,1.4639432430267334,0.4857142857142857,1.5127652883529663,0.5133333333333333,,
63,1.5136069059371948,0.42857142857142855,1.504082441329956,0.5166666666666667,,
64,1.4797552824020386,0.4928571428571429,1.4954335689544678,0.52,,
65,1.4288592338562012,0.4714285714285714,1.4866398572921753,0.5366666666666666,,
66,1.4529448747634888,0.45714285714285713,1.4785758256912231,0.54,,
67,1.4145071506500244,0.5,1.4707984924316406,0.55,,
68,1.4050065279006958,0.4714285714285714,1.4627820253372192,0.5566666666666666,,
69,1.3753135204315186,0.5142857142857142,1.454052448272705,0.56,,
